Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,2ndFlrSF_cat,3SsnPorch_cat,BsmtFinSF1_cat,BsmtFinSF2_cat,BsmtUnfSF_cat,EnclosedPorch_cat,GarageArea_cat,LowQualFinSF_cat,MasVnrArea_cat,MiscVal_cat,OpenPorchSF_cat,PoolArea_cat,ScreenPorch_cat,TotalBsmtSF_cat,WoodDeckSF_cat,House_Age,House_Age_Squared,House_Decade_Built,Garage_Age,Garage_Age_Squared,Garage_Decade_Built,Remodel_Age,Remodel_Age_Squared,Remodel_Decade_Built
730,30,RM,-1.0598129977764372,-0.970896397926601,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,No,,TA,TA,CBlock,TA,TA,No,BLQ,-1.621086434000851,Unf,,0.14738717240600027,-0.5272362969249502,GasA,TA,Y,FuseA,-0.5431254016174516,,-0.04509429195563469,-0.42006293109118203,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2,0.25667730536029204,TA,TA,Y,,-0.9444596562214657,-0.37638008899744596,,,,No,No,No,,1,2009,WD,Normal,11.542493975902508,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0.509252907459851,0.4974928554550348,1920,0.2947486483543213,0.2887538314746639,1960,0.7160419334400853,0.6979011174078563,1950
731,120,RL,-2.0976502985669683,-1.311703760750641,Pave,No,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,No,,Gd,TA,PConc,Gd,TA,No,GLQ,0.7887207646455052,Unf,,-0.2379629686600957,0.967029668668084,GasA,Ex,Y,SBrkr,0.8728746694832565,,,0.22161832878082907,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,0.5440088148489417,TA,TA,Y,0.4713689198887778,0.8392371864715771,,,,,No,No,No,,3,2010,WD,Normal,12.373707715234994,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.5270257943610542,-0.5260767064302886,1990,-0.4177471590490779,-0.41652408361154686,1990,-0.0681922227648973,-0.0681855637396044,1990
732,80,RL,0.17112843437590686,0.028044081910477702,Pave,No,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.7316535076554592,Gd,TA,PConc,Ex,TA,Av,GLQ,0.3101166184800835,Unf,,-1.7402742004856655,-0.30400406478455216,GasA,Ex,Y,SBrkr,0.11808610393243395,,,-0.5362353375789891,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,-0.23810929304902734,TA,TA,Y,-0.09592089854349148,-0.9854411406943944,,,,,No,No,No,,5,2007,WD,Normal,12.141539457711714,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.9306907192466021,-0.9448840807014584,2000,-0.8377835621967801,-0.8503253987089429,2000,-0.40130776628563275,-0.4089542603628536,2000
733,60,RL,0.2694798066776909,0.43076530192486906,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.004636478437691122,Gd,TA,PConc,Gd,TA,Av,ALQ,-1.0280302985113055,Unf,,0.48337367991840124,0.28904831166029377,GasA,Ex,Y,SBrkr,0.13145849340791743,0.3218504657488026,,0.7257495187537262,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,0.2655108405472873,TA,TA,Y,0.16719106544650728,0.27324591963241385,,,,,No,No,No,,7,2008,WD,Normal,12.312686874960354,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,-0.6502574881999041,-0.651984275219931,1990,-0.5459767728767978,-0.546939334815548,1990,-0.18840809034559017,-0.18954643636484933,1990
734,20,RL,0.5044610472104119,0.12536096244662095,Pave,No,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,TA,TA,No,BLQ,-0.019652981278604247,Unf,,-0.637406038115902,-0.3136502935786037,GasA,Ex,Y,SBrkr,0.11425042940357942,,,-0.5400865882965116,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,-1.4442403447387229,TA,TA,Y,-0.051533177457820684,,,,,,No,GdWo,Shed,-0.32062818049798286,3,2009,WD,Normal,11.786008995353765,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0.17026835639994034,0.16712866506462207,1960,0.3078272195140913,0.3014990942524728,1960,0.27612221390527336,0.27230994566605116,1980
735,20,RL,0.0,-0.12524686603181107,Pave,No,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,No,,TA,TA,PConc,TA,TA,No,Unf,,Unf,,0.5307162169658817,-0.11987491222487291,GasA,TA,Y,SBrkr,-0.29839666425295874,,,-0.9544093895595546,0,0,1,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,-1.1398687928480178,TA,TA,Y,-0.21811438281248133,,,,,,No,No,No,,5,2007,WD,Family,11.58989576532275,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.07656312529058219,0.07527331470112905,1960,0.21032157608356858,0.2063551826731719,1960,0.5174890201570622,0.5067335311905653,1960
736,75,RM,-0.541352683461139,0.30426445760879545,Pave,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,BrkTil,Gd,TA,Mn,Rec,-0.5147243068094458,Unf,,-0.08346829816618596,-0.27532956210503595,GasW,Fa,N,SBrkr,-0.46180871602754553,0.35076351294433133,,0.41987824379311756,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,Unf,2,-0.9861522301628085,TA,TA,N,,1.6137834906616486,,,,,No,No,No,,10,2006,WD,Normal,12.001511614739405,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.5848204176623301,0.5708231109738949,1910,0.7391923097048992,0.7196464151723003,1910,0.4905555721310164,0.48069978967327254,1970
737,90,RL,-0.541352683461139,-0.2404236601628942,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,No,,TA,TA,CBlock,nan,nan,nan,nan,,nan,,,,GasA,Gd,N,FuseF,-0.09503424366244465,,,-0.7502211399245631,0,0,2,0,2,2,TA,6,Typ,0,No,Detchd,Unf,2,-0.45444696232645093,TA,TA,Y,,,,,,,No,No,No,,7,2006,WD,Normal,11.44572741040675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.294231698145192,0.28825095690599856,1950,0.4473855203849167,0.4372174821057817,1940,0.7160419334400853,0.6979011174078563,1950
738,60,RL,0.12095136249623835,0.2305724208402064,Pave,No,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.4750703316472681,-0.24470297170713837,GasA,Ex,Y,SBrkr,-0.4100344095276278,0.3850328904580181,,0.46066533672526927,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,3,1.1988251776347583,TA,TA,Y,,0.5809205510553397,,,,,No,No,No,,6,2006,WD,Normal,12.3879816172226,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
739,90,RL,-0.541352683461139,0.30426445760879545,Pave,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,No,,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0.8085222640717222,Unf,,,0.3725144857285452,GasA,TA,Y,SBrkr,0.2191971282366736,,,-0.43471371420563515,3,0,3,0,3,1,TA,5,Typ,0,No,nan,nan,0,,nan,nan,Y,-0.510450900595806,,,,,,No,No,No,,3,2009,WD,Alloca,12.095146671399466,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.2822440867358888,-0.2796811315010542,1980,0.0,0.0,1980,0.16655777176036798,0.16489392438918649,1980
740,60,RL,-0.25081212321652857,-0.04008834428159846,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.4443349762968937,-0.3136502935786037,GasA,Ex,Y,SBrkr,-0.5020910064603245,0.2808147154360876,,0.3694068362373739,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,0.398412400774624,TA,TA,Y,0.1290952995202009,-0.11153671888806968,,,,,No,No,No,,4,2009,WD,Normal,12.154784614286667,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,-1.0054481406492326,-1.0248149621527998,2000,-0.9155729277292476,-0.9331179272570078,2000,-0.4694999890505303,-0.4806997896732724,2000
741,70,RM,-0.541352683461139,0.030466781073921402,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,No,,TA,Gd,BrkTil,Fa,Fa,No,Unf,,Unf,,-0.6582735816762119,-2.7870854069252924,GasA,Ex,Y,SBrkr,-0.7606418009842407,-0.3912362834158769,,-0.04496438252590574,0,0,2,0,2,1,TA,7,Typ,0,No,Detchd,Unf,2,-0.7055406062192676,TA,Gd,Y,0.6598260220139599,,-0.37638008899744596,,,,No,GdPrv,No,,5,2007,WD,Abnorml,11.790564777297387,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.6102119831063931,0.5954426244521633,1910,0.7656136833787148,0.745147344668866,1910,-0.3403077443866934,-0.3454212913212063,2000
742,20,RL,-0.25081212321652857,-0.7820907768841918,Pave,No,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,No,,TA,Gd,CBlock,TA,TA,Mn,GLQ,0.37709878829517446,Unf,,-1.7630081245849512,-0.2007328827674483,GasA,Gd,Y,SBrkr,-0.38339358701388687,,,-1.0397514740632636,1,1,1,0,3,1,Gd,5,Typ,0,No,Detchd,Unf,1,-1.2370809195888557,TA,TA,Y,-0.02553787918304247,,,,,,No,GdPrv,No,,5,2008,WD,Normal,11.863589378812122,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.17026835639994034,0.16712866506462207,1960,0.2947486483543213,0.2887538314746639,1960,-0.0681922227648973,-0.0681855637396044,1990
743,20,RL,-0.25081212321652857,-0.26613976836564757,Pave,No,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.5913729399864686,TA,TA,PConc,Gd,TA,No,Unf,,Unf,,0.8592163640244967,0.6170355648423187,GasA,Ex,Y,SBrkr,0.4762347354804607,,,-0.17663230977961294,0,0,2,0,3,1,TA,6,Typ,0,No,Attchd,Unf,2,0.25667730536029204,TA,TA,Y,-0.510450900595806,-0.12857998758263153,,,,,No,GdPrv,No,,12,2007,WD,Normal,12.095146671399466,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,-0.7480976165946908,-0.7530622915700261,2000,-0.6477850130307019,-0.6516360978475111,2000,-0.2851265124142036,-0.2884323586816461,2000
744,80,RL,0.018501499801521343,0.7147822744838699,Pave,No,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,No,,TA,TA,CBlock,Gd,TA,Av,ALQ,-0.3621813318982569,Unf,,-1.8102103462871797,-1.3736512649363128,GasA,Ex,Y,SBrkr,0.6559096615516317,,,0.003772253419612614,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,2,-0.019788672493258275,TA,TA,Y,0.8218186923153752,,,,-1.3225590243381595,,No,No,No,,10,2009,WD,Normal,12.07254696717504,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0.1448767909558767,0.14226568577919832,1960,-0.5004106888535413,-0.500423637089099,1990,-0.18840809034559017,-0.18954643636484933,1990
745,120,RL,-1.9177142275492847,-1.3091172721765818,Pave,No,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,No,,Gd,TA,PConc,Gd,TA,No,GLQ,0.2279070902650143,Unf,,0.11112802590486512,0.5983674374093425,GasA,Gd,Y,SBrkr,0.4566110252282184,,,-0.1963357094348416,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,-0.11092351903700988,TA,TA,Y,-0.8313181247287095,,-1.0683065910070941,-0.14855108735795103,,,No,No,No,,10,2008,WD,Normal,12.100717685412471,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,-0.4564303845180956,-0.4545589548952934,1990,-0.3442886041905359,-0.3424458878236142,1990,0.03130301385589918,0.031158935518469655,1990
746,60,RL,0.0,-0.12913387898687687,Pave,No,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.33189398663522973,Ex,Gd,CBlock,TA,Gd,No,GLQ,-0.057920865808183085,ALQ,-1.3153448759553492,-0.08918054084117417,0.26902292548512036,GasA,Ex,Y,SBrkr,0.1729640194428144,1.756729883624676,,1.366019929100627,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,2,1.2895568676291516,TA,TA,Y,,1.120960538655757,,,,,No,No,No,,7,2008,WD,Normal,12.61087420020211,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,-0.0508034658336962,-0.05007099173939455,1970,-0.3799970983321566,-0.3784025123441275,1990,-0.0681922227648973,-0.0681855637396044,1990
747,60,RL,0.0,-0.17311830810379525,Pave,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,No,GLQ,-0.823187170916815,Unf,,0.18228839869378127,-0.11108071889202704,GasA,Ex,Y,SBrkr,-0.22550821224609635,1.2764329294237353,,0.9574951972669804,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,0.32214629239517323,TA,TA,Y,0.3898453339627451,-0.14593035866957632,,,,,No,No,No,,4,2009,WD,Normal,12.371591321286905,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.7480976165946908,-0.7530622915700261,2000,-0.6477850130307019,-0.6516360978475111,2000,-0.23474999452526502,-0.23677605408491934,2000
748,70,RM,-0.25081212321652857,0.4903329408051131,Pave,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,No,,Gd,TA,Stone,TA,Fa,No,Unf,,Unf,,0.7807502382589636,0.4410158257669025,GasW,TA,N,SBrkr,0.4285073733337045,1.3630147178907992,,1.304224792800251,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4,1.382500183660272,TA,TA,N,0.08201986404811622,,1.456571237869166,,,,No,No,No,,5,2009,WD,Normal,12.491176396967154,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.7738572760515767,0.7538984995314945,1880,0.4368181547646786,0.42695774831709565,1950,-0.40130776628563275,-0.4089542603628536,2000
749,20,RL,-0.6023120530471348,0.2592770164699702,Pave,No,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.4791957879693276,Gd,TA,PConc,Gd,TA,No,GLQ,0.49423573916276714,Unf,,0.3738529196961353,1.124687716042833,GasA,Ex,Y,SBrkr,1.0098725499775394,,,0.3591725403239632,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,0.20297912314683297,TA,TA,Y,0.48954909940419394,-0.11153671888806968,0.09418338247360533,,,,No,No,No,,3,2010,WD,Normal,12.469978029554953,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,-0.5655045139427795,-0.5652375361164768,1990,-0.4577864638646238,-0.4570869305474133,1990,-0.0681922227648973,-0.0681855637396044,1990
750,50,RL,-1.2016750217446392,-0.2785520877961585,Pave,No,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,No,,TA,TA,Slab,nan,nan,nan,nan,,nan,,,,Wall,TA,N,FuseF,0.0040401499376724985,-1.435257381713809,,0.09957347119089735,0,0,2,0,4,1,TA,9,Mod,0,No,Detchd,Unf,1,-1.671079505405996,TA,TA,N,-0.8924372755668443,,0.3656509123371267,,,,No,No,No,,4,2009,WD,Normal,11.49273296168228,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.34345825760621246,0.33624117922552105,1940,0.4880412006639628,0.4766660935683085,1940,0.7160419334400853,0.6979011174078563,1950
751,50,RM,-0.8567548579632873,-0.17179716133479114,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,BrkTil,TA,Fa,No,Unf,,Unf,,0.06696197823445318,-1.160195168899007,GasA,Gd,Y,SBrkr,-0.6930971988550508,-2.0390547034224413,,-0.5478093121923,0,0,1,0,3,1,TA,7,Min2,0,No,nan,nan,0,,nan,nan,N,,0.8883137710513621,,,,,No,No,No,,6,2010,WD,Normal,11.477308649967686,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.6102119831063931,0.5954426244521633,1910,0.0,0.0,1980,-0.4694999890505303,-0.4806997896732724,2000
752,60,RL,0.0,-0.46715063627477127,Pave,No,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,,0.19363763699408756,-0.8760290247885554,GasA,Ex,Y,SBrkr,-1.0932567413691905,-0.40665645758606545,,-0.22455348670179634,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,Fin,2,-0.45444696232645093,TA,TA,Y,,-0.25715997516526434,,,,,No,No,No,,8,2007,WD,Normal,11.995357787034976,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,-0.9306907192466021,-0.9448840807014584,2000,-0.8377835621967801,-0.8503253987089429,2000,-0.40130776628563275,-0.4089542603628536,2000
753,20,RL,0.45864731653886104,-0.05938782300169539,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,,TA,Gd,PConc,Gd,TA,Gd,GLQ,0.8085222640717222,Unf,,-0.606955409321703,0.8092599862300897,GasA,Ex,Y,SBrkr,0.700462017091173,,,0.0485055304347029,1,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,0.4150348576995464,TA,TA,Y,-0.02553787918304247,-0.7960249540254283,,,,,No,No,No,,7,2006,WD,Normal,12.28765724080691,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-0.6064674029912455,-0.6070763495193562,1990,-0.5004106888535413,-0.500423637089099,1990,-0.10555774986142837,-0.10573985763459624,1990
754,60,RL,0.5044610472104119,0.18049221481797892,Pave,No,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.12335051238500465,Gd,TA,PConc,Gd,TA,Mn,Unf,,Unf,,0.6079600585742193,0.053402928530388694,GasA,Gd,Y,SBrkr,-0.09926086217117898,0.802822842609545,,0.797338138998738,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3,1.4208640348705701,TA,TA,Y,0.16719106544650728,-0.1815981230738363,,,,,No,No,No,,3,2006,WD,Normal,12.526346537332584,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,-1.0902011149063575,-1.1165484744303034,2000,-1.0037632367414218,-1.028135638761577,2000,-0.5468099549655148,-0.5630392969369303,2000
755,20,RL,-0.48138456717834355,-0.4137790864670552,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,No,,TA,TA,CBlock,TA,TA,No,GLQ,-0.37550522033378864,LwQ,0.25545274866761597,-1.4282726325391442,0.0452753521833086,GasA,Gd,Y,SBrkr,-0.12479269950272054,,,-0.7801004410866066,1,0,1,0,3,1,Gd,5,Typ,0,No,Detchd,RFn,2,-0.22724805368161347,TA,TA,Y,0.0,-0.25715997516526434,,,,,No,No,No,,7,2009,WD,Normal,11.957617696467539,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0.06197157488445121,0.06094382925600671,1960,0.19513823472519465,0.19151267986008097,1960,-0.5468099549655148,-0.5630392969369303,2000
756,160,FV,-2.590108451872992,-2.501439968953731,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.395188702050187,TA,TA,PConc,Gd,TA,No,GLQ,-0.5421831523305244,Unf,,-0.40164244597247534,-0.6684304145412595,GasA,Gd,Y,SBrkr,-0.8362363750588659,-0.15288075060400916,,0.01429141716293548,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,Unf,2,-0.22724805368161347,TA,TA,Y,,-0.9051513599074145,,,,,No,No,No,,3,2009,WD,Normal,12.058158312538197,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.6972941507609945,-0.700444309498398,1990,-0.5949211060111032,-0.5971343120082192,1990,-0.18840809034559017,-0.18954643636484933,1990
757,60,RL,-0.08687589461457491,0.29758238179151153,Pave,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,,Gd,TA,PConc,Gd,TA,Av,GLQ,-3.962781815116801,Unf,,0.4247351837042116,-0.3088216161842606,GasA,Ex,Y,SBrkr,-0.49701515906061366,0.39070004603032377,,0.41987824379311756,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,0.4233029232041261,TA,TA,Y,-0.2478362137031023,0.48584684336895956,,,,,No,No,No,,4,2009,WD,Normal,12.264346270624157,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,-1.30376155375224,-1.3534809385451985,2000,-1.2259850674167105,-1.2735506453649683,2000,-0.7416155106723266,-0.7757086024680245,2000
758,60,RL,0.0,0.473583143659305,Pave,No,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,0.45094453183740724,TA,TA,CBlock,TA,TA,Mn,Rec,-0.37818816024076013,Unf,,-0.770253448249763,-0.8384121231846989,GasA,TA,Y,SBrkr,-1.0537143084009417,-0.20594603628679264,,-0.11696455668472024,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,-0.22724805368161347,TA,TA,Y,0.9718584543121138,,,,,,No,GdPrv,No,,4,2010,WD,Abnorml,11.97603664577121,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,-0.08708216765460113,-0.08589219788313221,1970,0.04003930481554594,0.039419699674416026,1970,0.36821506097590445,0.3620722338673046,1970
759,160,FV,-3.831003892476671,-3.310891214612419,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.5385223899171282,TA,TA,PConc,Gd,TA,No,ALQ,-0.11238514914480528,Unf,,-0.9393923929792571,-0.6259038695245539,GasA,Gd,Y,SBrkr,-0.7923073787491371,-0.10089483405927512,,0.05881409953555485,0,0,2,1,3,1,TA,6,Typ,0,No,Detchd,Unf,2,-0.22724805368161347,TA,TA,Y,,,,,,,No,No,No,,8,2008,WD,Normal,12.097378802727306,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.6972941507609945,-0.700444309498398,1990,-0.5949211060111032,-0.5971343120082192,1990,-0.18840809034559017,-0.18954643636484933,1990
760,60,RL,-0.25081212321652857,0.5984475672983395,Pave,No,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.8719112711883131,Gd,TA,PConc,Gd,TA,Av,LwQ,-2.7853649670128813,ALQ,-1.5112326857909,0.7486602846498758,0.5684643975767217,GasA,Ex,Y,SBrkr,0.44177739672362853,1.1259826608212962,,1.2112137304278272,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,1.0511662501208427,TA,TA,Y,0.3768866286427648,0.4200609081695869,,,,,No,No,No,,11,2007,WD,Normal,12.577639650232573,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,-0.5270257943610542,-0.5260767064302886,1990,-0.4177471590490779,-0.41652408361154686,1990,-0.03309270530972856,-0.03303501362611523,1990
761,20,RL,0.018501499801521343,-0.09387158090636019,Pave,No,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,CBlock,TA,TA,No,Rec,0.015489898683051437,Unf,,-0.7014648464447368,-0.3136502935786037,GasA,Ex,Y,SBrkr,-0.5020910064603245,,,-1.1589309087030626,0,0,1,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,-1.1398687928480178,Ex,Ex,Y,,,,,,,No,No,Shed,-0.1514091904999966,10,2009,WD,Normal,11.755879486687116,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.19468307749801747,0.19101713620393773,1950,-1.3733593915938713,-1.4409974381423363,2000,0.6252356751751159,0.610624562883802,1950
762,30,RM,-0.541352683461139,-0.7334888266476192,Pave,No,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,,TA,TA,PConc,TA,TA,Mn,LwQ,-0.47033443852657236,Unf,,0.3001207454689909,0.2745034433870525,GasA,TA,Y,SBrkr,0.3966661927133882,,,-0.2565239703255404,0,0,1,0,2,1,Fa,5,Min1,0,No,Detchd,Unf,2,-0.22724805368161347,TA,TA,Y,,,,,,,No,No,No,,10,2009,WD,Normal,11.51293546492023,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.5165067519970356,0.504536064903863,1920,0.25388326930824784,0.24889764247527105,1960,0.7160419334400853,0.6979011174078563,1950
